gps_accuracy_m,accel_norm,location_velocity_kmh,network_type,order_acceptance_latency_s,peer_claims_same_window,zone_claim_spike_ratio,device_subnet_overlap,claim_time_std_minutes,battery_drain_pct_per_hr,is_fraud
11.1801,9.119,17.404,1,47.7529,2,1.0363,1,48.7395,10.1905,0
18.723,10.5056,17.745,0,54.4933,3,1.7778,2,40.7184,22.764,0
16.1263,11.0266,23.9082,1,52.7876,4,0.9835,1,32.0043,11.9486,0
13.2585,8.5084,0.2025,1,54.8762,4,0.8868,1,108.3377,19.5964,0
6.8931,11.7782,28.1987,1,83.21,7,2.1899,1,25.642,8.8787,0
10.7757,8.0383,24.8794,1,53.7283,2,0.936,2,59.4209,22.2867,0
2.7876,9.7357,1.5009,0,2.6275,53,9.3307,17,0.0219,47.5135,1
20.0717,12.3961,10.6272,1,73.234,2,1.5184,0,43.5718,14.3163,0
6.4652,10.8008,15.1297,1,67.611,2,1.8358,2,55.9326,23.3068,0
7.1607,10.8221,39.609,1,68.5884,2,0.9777,2,29.4804,18.4385,0
17.9356,8.3713,15.2701,1,17.8589,5,0.9873,2,95.1493,10.5133,0
6.9105,13.0512,5.0574,1,66.9018,4,1.8742,1,41.5382,15.4119,0
15.1554,8.3996,20.2046,1,46.6476,7,1.5061,1,54.0794,13.1319,0
7.3559,10.874,5.3748,1,30.7625,5,0.9849,2,16.7374,9.0874,0
12.4372,12.2449,26.214,1,35.6629,4,1.5683,1,23.3786,11.1435,0
15.0243,9.2328,16.1581,1,40.8063,0,1.63,0,83.5507,21.6412,0
7.453,9.752,4.1004,0,79.0736,0,1.1892,0,106.0801,14.1019,0
3.3961,9.6166,1.5009,0,3.0745,37,7.9635,17,4.7787,61.435,1
22.0277,8.3364,21.4009,1,30.0643,1,1.9004,0,60.5991,13.7077,0
15.1849,13.1228,25.0947,1,79.4478,6,1.2986,1,80.121,8.4912,0
13.1473,9.4198,38.4008,1,40.8587,3,1.6361,0,41.838,12.8773,0
16.6863,8.9541,31.7606,1,61.2141,3,2.4352,0,51.5455,9.4742,0
12.1568,10.7492,33.4958,1,62.5081,6,0.8111,0,17.7954,18.5823,0
7.3291,13.2727,13.3607,1,39.7393,6,1.6142,2,100.4298,21.1178,0
5.4023,12.9983,18.3696,1,88.0631,7,2.0491,2,89.517,22.5109,0
7.0446,8.6055,17.314,1,28.4112,5,1.7866,2,17.0169,11.9022,0
10.9231,8.3794,31.4599,1,89.076,5,2.0969,0,49.21,23.58,0
1.7433,9.8218,1.5009,0,3.309,57,7.098,18,1.9787,37.9874,1
1.4961,9.6915,1.5009,0,2.2575,15,10.3889,19,1.2514,68.2217,1
7.9084,10.7357,39.5906,0,43.0363,0,0.8315,0,61.9288,20.2616,0
10.8276,12.6071,27.5762,0,36.0532,1,2.2973,0,58.2965,8.8443,0
24.5332,12.0493,22.1178,1,49.0889,6,1.141,0,100.076,22.3847,0
13.0828,8.7894,35.7626,1,13.0888,5,1.2776,1,24.2149,11.9325,0
22.1986,11.151,25.9908,1,9.2143,7,0.8576,1,58.9185,11.1305,0
1.4853,9.7772,1.5009,1,3.1001,18,10.2081,8,4.7844,54.6144,1
19.1209,11.656,38.129,1,48.6538,1,1.6108,2,44.0477,17.0571,0
20.47,12.4562,39.2136,0,24.8631,0,1.0639,2,114.6965,23.9562,0
12.1583,11.7906,25.272,1,80.0936,6,2.0327,2,88.9576,11.6428,0
2.1216,9.8995,1.5009,1,3.312,42,5.8536,6,2.0792,65.4964,1
21.9855,11.1913,34.0315,0,73.0479,7,2.0151,2,61.2534,14.1803,0
16.9165,9.6991,31.3485,1,46.1844,3,1.6411,0,114.0914,12.4919,0
0.6824,9.8984,1.5009,0,2.0032,29,10.5962,7,2.9668,46.4245,1
14.1246,11.8224,13.8876,1,14.8521,4,1.8968,2,16.6008,19.854,0
12.8457,11.5951,31.3924,1,16.2731,6,2.1544,0,41.4358,15.3898,0
7.1936,11.4552,31.6268,1,60.2342,4,1.2035,1,85.1281,9.1352,0
21.7917,10.1193,29.4966,1,79.5984,2,2.1802,0,67.4158,21.7927,0
24.8581,9.583,15.9974,1,68.9193,6,1.0365,2,22.0247,14.9354,0
2.3967,9.6489,1.5009,0,3.1697,25,4.0595,6,3.3927,67.5774,1
17.7749,10.4754,37.3796,1,14.5888,3,1.4165,0,78.1424,23.622,0
8.7385,8.6911,3.5595,1,46.7689,2,1.542,1,60.38,20.8625,0
18.1463,9.8098,26.004,1,58.9777,5,1.6071,2,58.2625,11.8642,0
5.122,10.1179,16.8154,1,26.3384,6,1.8847,2,111.5672,16.9019,0
9.2118,12.3677,9.9912,1,38.0128,4,1.2004,1,35.7984,17.0666,0
2.032,9.6922,1.5009,0,3.2488,21,9.0842,5,4.5323,42.5683,1
20.8116,10.5557,33.4466,1,42.6984,2,1.2641,1,115.5589,21.1308,0
1.2366,9.6106,1.5009,1,3.1671,36,4.1304,7,2.3715,60.3053,1
5.9992,9.0002,25.1085,1,40.2544,3,2.423,2,99.189,16.386,0
21.4544,10.5465,6.2144,1,81.1553,1,1.2075,0,103.0411,22.3268,0
11.5746,12.096,31.7293,0,15.1317,0,1.9493,1,88.6541,10.7978,0
17.0494,12.886,29.7268,1,57.2401,6,2.4631,2,96.2361,9.6946,0
17.9652,10.4421,30.3222,1,79.1856,2,0.8253,2,98.9574,18.7637,0
7.0697,8.0876,33.6291,0,53.965,4,1.289,0,84.7083,20.8743,0
6.2355,8.7651,4.7836,1,84.4475,4,1.63,2,108.0606,16.6051,0
23.0193,8.0969,10.5362,0,43.8073,4,0.8057,1,64.2074,11.793,0
16.8457,12.6,8.1785,0,24.5129,5,0.8353,1,105.8767,10.6229,0
18.4621,9.2112,39.5503,1,59.6686,2,1.8509,1,35.0602,11.1922,0
17.8056,9.1548,27.1981,1,29.9481,2,1.4221,2,52.2107,12.1735,0
16.0956,12.0408,9.6621,1,34.4682,4,1.0981,0,103.6166,9.8676,0
14.1865,8.6439,10.1544,1,34.0581,0,0.9567,2,38.3434,13.4355,0
17.9526,9.6298,21.8388,1,58.4778,7,0.869,0,73.3346,9.3387,0
11.5364,8.7061,28.476,1,17.5137,7,2.2059,1,69.8142,11.5802,0
5.8543,10.615,22.2509,1,39.8314,2,0.9849,2,82.2001,22.9461,0
13.9433,9.5959,2.4849,0,57.2097,7,2.4235,2,94.9491,20.3658,0
18.023,10.2764,38.3367,1,33.3669,1,1.0447,2,68.1664,8.8244,0
14.6073,10.0392,35.925,1,65.0351,1,1.5465,1,119.1534,13.0686,0
8.6377,11.9896,5.06,1,56.5607,6,2.307,0,79.0503,15.8783,0
20.9335,13.138,1.9831,1,72.4567,6,2.1735,1,70.3468,17.1158,0
9.0419,8.1452,24.4895,1,77.2821,4,1.3629,2,93.416,23.0745,0
20.6543,11.721,32.0055,1,26.0159,1,1.3232,0,63.5999,24.5819,0
7.9484,10.5155,20.6052,1,42.4629,2,0.8095,2,114.6641,13.4894,0
14.6427,11.8616,22.1118,1,73.0585,1,1.4364,1,93.2359,23.4789,0
14.3096,8.1009,31.1969,1,23.1868,6,1.3185,2,57.6433,20.0978,0
8.2972,11.7462,23.4806,1,30.2845,1,1.5896,2,42.4595,8.388,0
10.2636,9.7563,22.682,1,66.4383,0,1.2919,2,67.7845,17.5943,0
9.6673,12.9217,39.0438,1,19.604,2,1.7085,0,63.6655,21.394,0
14.1756,8.5203,5.7994,1,14.3453,5,1.4075,0,17.6637,12.4084,0
20.6672,11.4006,26.9886,1,24.908,6,2.1311,2,61.6377,10.4628,0
7.9387,9.7435,15.4673,1,85.5127,2,2.3082,0,29.5626,24.8649,0
9.734,12.4925,9.9115,1,41.8972,4,1.776,1,113.6748,22.4428,0
20.667,8.0537,33.4241,1,36.1897,3,1.3979,2,60.1364,8.133,0
15.0013,11.5447,32.6143,1,9.2734,2,1.6791,0,48.7434,22.4158,0
23.1363,10.3859,30.0061,1,51.948,3,1.8314,1,99.2997,8.123,0
22.0537,10.2929,31.2449,1,14.8082,2,2.3372,0,37.0196,15.1456,0
1.9647,9.7285,1.5009,0,2.5829,18,9.1627,11,1.6814,69.9457,1
10.8521,13.3923,20.2739,1,24.6882,0,2.0004,1,103.9633,11.2237,0
20.0525,10.1658,19.4327,1,63.6896,3,1.5228,0,108.0825,20.5457,0
6.0041,10.392,30.8495,1,60.1101,3,1.4043,2,103.1655,23.4387,0
14.8014,12.9163,12.5351,0,86.2538,0,0.9077,0,36.4385,17.6134,0
0.8323,9.7917,1.5009,0,0.7259,20,8.4662,9,3.3228,43.9365,1
11.2246,8.9956,39.9187,1,57.9825,6,1.2088,1,64.9096,19.9472,0
7.5559,11.8212,20.4258,1,17.287,2,2.3406,0,98.0376,12.6325,0
16.7907,9.1993,11.1063,1,21.7257,3,2.2021,0,104.5836,19.3149,0
10.4659,9.7462,30.1165,1,86.6307,7,2.4137,2,118.9006,18.7003,0
0.8896,9.8795,1.5009,0,1.4948,49,6.4849,14,1.9952,50.2331,1
18.0666,10.3935,11.2385,1,15.3233,4,1.8309,0,31.4132,19.1348,0
16.3758,13.1944,24.7775,1,14.7552,5,2.4789,1,32.8388,13.0208,0
8.3056,10.337,22.7967,1,64.4329,5,1.6529,0,95.0303,24.9558,0
20.9297,11.7994,6.65,1,48.0051,0,2.0923,0,105.0379,20.896,0
10.3471,8.6713,21.1966,1,34.8612,7,0.8691,0,86.3248,23.7891,0
16.5956,9.3234,13.8393,1,33.5987,7,1.1625,1,59.8838,15.6263,0
2.0491,9.7204,1.5009,0,3.7432,52,10.59,15,4.0593,40.0588,1
16.2002,10.5579,16.9808,1,38.9482,4,1.8761,2,79.1379,9.5581,0
14.0492,12.8895,18.8559,1,69.1428,0,1.6383,0,24.4883,12.1392,0
23.106,8.604,14.2033,1,42.8649,4,1.6751,0,93.1738,17.2486,0
5.6672,12.6157,15.9326,1,21.9187,5,1.7545,1,101.7777,12.0284,0
17.3845,13.0826,37.9514,1,39.1986,3,1.8294,1,31.5064,20.535,0
21.4763,8.0678,31.2798,1,85.3385,3,1.7443,1,104.2368,10.0166,0
15.3599,13.2171,18.7804,0,87.7313,0,2.3918,1,79.2603,19.3804,0
9.8304,10.3226,35.0943,1,16.9295,0,2.4657,0,15.794,11.1689,0
21.4842,12.6273,8.2353,1,44.3457,5,0.9043,0,119.6605,13.8709,0
11.3154,10.3756,38.0165,1,88.1231,3,2.2193,2,46.4163,15.2461,0
20.5825,8.5186,37.3368,1,70.2279,2,1.4598,2,113.9307,15.8751,0
6.6168,12.9062,2.6543,1,85.9084,7,1.3972,2,26.7935,16.2133,0
3.9037,9.8686,1.5009,1,2.6865,31,4.9935,4,3.9994,36.2665,1
14.7107,10.9869,33.4386,1,34.6692,1,1.4759,2,93.4055,16.4788,0
22.3704,8.6492,28.4532,1,80.4307,2,1.1231,2,69.8496,12.0214,0
22.8409,11.1277,1.8241,1,85.1938,0,2.1366,1,36.3726,8.4078,0
14.5162,10.187,29.075,1,86.7934,3,2.4416,2,37.8617,13.1495,0
16.692,8.4218,26.6713,1,85.0857,5,0.8085,2,55.7085,21.5686,0
21.2914,11.7821,9.7108,1,52.9952,4,1.1872,1,77.6341,16.9533,0
9.6144,13.1389,28.3355,1,13.6561,5,1.8409,0,114.1115,21.0913,0
9.5837,13.4935,23.9973,1,41.3821,6,1.7217,0,28.5066,12.0986,0
5.2921,9.87,4.975,1,88.3213,6,2.1824,2,108.7296,12.5892,0
7.2105,10.8631,37.9258,1,13.9248,3,2.3733,1,32.2051,21.0412,0
16.7135,9.4592,29.0494,1,24.5762,0,1.7857,2,49.3927,9.7948,0
16.6708,13.1033,10.9468,1,79.1224,2,1.4111,2,75.5831,21.1362,0
12.1992,13.169,20.1355,1,39.9452,1,1.6454,0,95.894,21.3773,0
6.9774,9.8859,8.0059,1,22.5239,3,1.5231,1,72.255,20.837,0
16.439,9.627,23.4824,1,26.6729,1,1.7171,2,40.5588,21.035,0
21.9833,10.6587,5.3392,1,75.6698,3,1.5369,1,46.4469,11.2068,0
8.4607,8.2729,5.1906,0,24.3141,7,1.683,2,68.0246,19.0396,0
14.8707,8.5023,25.3221,0,12.622,6,2.0291,1,80.4475,16.3772,0
12.8279,8.8464,37.9899,1,71.5189,1,1.3238,0,19.6921,23.4663,0
0.8748,9.7956,1.5009,0,1.5366,51,6.7909,17,3.6516,56.8898,1
5.578,8.0166,39.3371,1,23.3899,4,1.3261,1,75.7357,23.1315,0
13.8742,11.7339,32.7084,1,72.2694,7,2.2729,2,77.452,13.7141,0
12.3544,11.5594,2.8214,1,75.9787,3,1.1464,1,90.3494,9.8022,0
20.188,12.9814,33.9748,1,86.6116,7,1.4017,2,61.2226,16.1086,0
22.924,12.8409,13.1996,1,88.5024,1,1.4933,0,67.6001,13.9838,0
23.3678,9.9794,23.1497,0,9.6976,5,0.921,0,27.969,8.1133,0
24.3067,9.1783,32.9357,1,15.5329,4,1.5348,1,116.2925,14.7672,0
20.3683,8.1798,37.0834,1,54.3912,7,1.2448,1,104.2148,21.9466,0
17.0171,13.3719,9.0565,0,27.0872,1,1.8131,1,67.333,11.8457,0
18.7055,11.9364,18.8121,1,36.0798,4,2.462,2,51.4659,21.7808,0
8.0248,11.6397,37.5716,1,68.8267,3,1.2312,2,87.1398,20.0834,0
24.398,12.797,34.7304,1,62.2354,7,1.9506,0,113.5559,21.2336,0
8.8268,11.3476,36.0824,1,57.17,5,1.3743,0,22.6882,15.6809,0
9.1465,8.7241,14.894,1,13.099,7,2.3684,2,82.3037,21.2315,0
19.4562,11.1913,6.5956,1,82.7497,5,1.6104,2,60.972,15.8083,0
13.0304,9.4336,37.4298,1,58.9234,5,1.2567,0,41.7777,18.5522,0
16.6417,11.6195,37.6331,1,10.9695,6,2.0309,2,54.1239,10.6392,0
9.3837,9.841,4.3522,1,72.8252,2,1.0782,0,49.7421,22.2448,0
8.1776,11.407,24.6138,1,47.5031,2,1.0524,0,76.1551,13.8881,0
8.3138,11.3727,26.7435,1,76.9626,3,2.0839,1,108.2195,22.9544,0
22.1999,13.1703,34.3204,1,64.7227,1,2.4004,1,85.6735,24.5278,0
8.1394,8.9264,20.9615,1,11.3934,3,1.2459,2,43.2711,20.4036,0
8.2247,8.088,10.7424,1,81.3766,2,1.5835,0,68.4361,21.5375,0
19.9068,9.7083,28.8825,0,22.5258,2,2.4019,1,113.8129,17.1566,0
9.5094,9.2299,19.9998,1,35.5855,4,2.1238,0,33.4432,14.3743,0
7.9637,10.5498,8.6918,1,15.2966,5,1.3921,2,50.7758,21.8219,0
14.3812,11.7685,5.1206,1,76.7587,6,2.4914,2,89.668,22.9419,0
0.5903,9.6328,1.5009,0,1.453,18,7.988,14,1.8546,46.1078,1
16.3682,13.0487,28.695,1,66.6614,3,1.0708,1,115.807,23.3462,0
18.8811,12.5855,38.8658,1,76.3917,7,2.1885,2,43.2656,23.958,0
18.2409,12.2561,30.2329,1,70.024,0,1.2459,0,98.985,21.3283,0
3.6011,9.8616,1.5009,1,0.7716,17,6.8664,8,1.453,58.4751,1
15.349,12.4188,17.3177,1,85.7785,3,2.3006,0,16.0645,23.4295,0
17.504,13.0066,3.8266,1,58.0583,1,1.5872,2,17.4559,11.5656,0
13.7186,8.9584,27.7489,0,76.9467,2,1.5476,1,40.6051,23.2645,0
18.4927,11.3827,25.2729,1,9.7995,0,1.0338,0,75.7442,9.2471,0
3.2485,9.801,1.5009,0,3.2739,47,8.6789,5,4.0803,41.5092,1
20.7851,9.8568,12.7485,1,9.1669,0,1.6558,0,30.1801,17.8115,0
5.0488,9.3509,12.3178,1,35.77,2,1.2532,2,98.2432,9.9075,0
19.4936,10.4631,32.4882,1,89.3522,6,2.0678,0,73.3766,24.6523,0
9.3013,11.5526,7.3097,1,18.597,0,2.3125,2,31.6779,24.3226,0
6.0399,11.5902,22.7923,1,29.5128,6,1.4359,1,82.1635,24.5855,0
5.1263,9.3,18.011,1,39.1074,3,0.8505,2,104.4086,8.6316,0
0.6681,9.7523,1.5009,0,1.0911,40,10.0238,8,0.1426,51.5607,1
13.3353,9.8755,37.3819,1,58.785,7,1.7015,2,29.714,16.6268,0
21.0334,13.0232,39.1196,1,37.0769,1,1.5235,0,58.8941,11.6166,0
14.7401,8.9102,4.504,1,60.2957,6,2.243,2,91.9965,17.4847,0
17.4148,12.2541,16.0924,1,13.6377,6,1.0994,2,72.7973,11.8508,0
22.7896,11.5137,8.1715,1,54.6606,0,2.201,0,76.0573,12.3187,0
21.4179,12.6092,27.6052,1,8.3959,2,2.1137,1,48.3019,8.9042,0
15.9078,12.0297,17.8419,1,34.2464,2,2.0996,0,62.6879,17.859,0
8.7926,8.7192,3.6222,0,49.4314,2,0.8538,1,91.6715,10.242,0
12.1626,8.8414,29.1926,1,83.0718,5,1.4859,1,91.3222,21.7702,0
9.9054,12.5318,22.3937,1,24.8106,6,2.3972,1,45.418,10.9905,0
8.2258,11.1902,39.6133,1,29.1166,2,0.9753,2,28.8539,8.1974,0
22.9412,12.4501,20.4246,0,12.845,7,1.7683,2,108.4083,21.1728,0
15.2387,13.0018,38.7689,0,48.694,5,0.851,2,79.3205,21.6149,0
20.685,8.7362,33.18,1,54.7001,6,2.0707,0,44.7186,24.6018,0
15.3807,10.2305,30.9659,1,19.2164,0,1.6417,1,53.8046,20.9187,0
8.3042,11.1287,1.6588,1,57.306,4,1.2496,2,95.0496,11.8783,0
12.5127,9.0731,19.6289,1,88.8478,0,2.1221,2,42.5427,20.9943,0
12.1969,10.275,26.0883,0,46.1416,1,1.0778,0,44.2675,13.1676,0
11.2796,12.8389,24.7673,1,52.5372,3,2.317,0,87.7985,14.7044,0
13.4255,8.7246,28.9737,1,87.1007,0,2.4261,2,91.3116,8.6157,0
6.6847,12.5165,38.3875,1,68.7967,6,2.3667,2,22.0919,20.747,0
17.2705,10.6266,36.6942,1,59.9211,4,1.1253,2,70.9414,17.2131,0
8.3733,9.7142,3.831,1,18.8974,4,1.6235,1,53.4176,12.9021,0
19.2862,11.4138,12.556,1,33.856,3,0.9414,1,47.132,11.8425,0
19.8833,11.8901,18.6671,1,81.485,6,1.4443,1,94.624,19.287,0
13.26,13.3912,36.2807,1,57.1493,7,2.1878,1,17.9723,24.3316,0
13.3301,8.0431,21.7037,0,30.0998,3,1.1412,1,15.8598,11.013,0
1.3627,9.622,1.5009,1,1.5889,59,7.558,15,2.6048,61.9031,1
20.7701,8.3446,32.0532,1,16.9869,3,2.288,0,52.415,15.2633,0
5.3174,12.0646,34.7757,1,60.6192,1,1.8199,2,59.3824,13.8149,0
13.1953,11.6696,14.3417,0,8.9043,0,1.3837,2,41.979,12.7426,0
17.6212,11.4511,22.0937,1,52.5774,6,2.1575,1,20.1262,8.1719,0
10.7286,10.6754,4.6992,1,83.7685,0,2.4817,0,113.2852,14.8532,0
2.9506,9.849,1.5009,0,3.8993,46,4.3627,11,3.5029,42.777,1
20.0256,8.4294,0.5949,1,30.7994,1,0.8043,1,87.7578,21.051,0
8.0872,8.1964,14.091,1,18.9885,4,1.8771,2,109.7152,10.3359,0
22.4807,8.4669,18.5824,1,57.839,7,2.3135,2,77.75,13.0775,0
8.9576,9.0926,10.6426,1,18.1986,5,1.7304,0,45.8942,19.7319,0
12.9275,11.1226,15.5997,1,76.6683,2,0.929,2,102.1654,21.9692,0
0.9916,9.8919,1.5009,0,0.8163,58,5.4537,9,1.331,67.4919,1
15.9955,10.7654,10.2863,1,72.283,1,1.3655,0,113.2473,22.7403,0
18.7397,13.0227,5.4525,1,30.972,0,1.0214,2,100.2408,22.3444,0
2.473,9.6577,1.5009,0,3.8605,24,10.7701,12,0.6691,40.1686,1
6.6814,8.603,32.7487,0,84.1286,2,1.6559,1,70.5333,10.708,0
19.9447,10.9213,37.8938,1,44.1588,0,2.2577,2,113.3343,23.0941,0
16.7974,12.8766,21.3296,1,14.5664,5,1.6794,1,95.6614,17.5254,0
9.4455,9.3146,12.4536,1,29.2909,1,2.2239,0,39.9179,17.2179,0
15.2605,12.2595,4.3465,1,34.3355,7,0.8836,2,23.3938,19.1659,0
15.6526,10.3382,29.1937,1,45.9403,2,1.7635,1,20.1519,10.839,0
24.5931,10.7178,7.1879,1,61.3007,4,1.4655,0,57.4906,11.9524,0
22.8747,13.192,15.1842,0,33.2064,6,1.8551,1,59.5135,22.7929,0
21.1715,9.9454,8.4035,0,50.0006,1,1.0559,1,46.1527,21.635,0
20.7628,11.2128,17.5319,1,31.9451,6,1.4825,1,102.101,9.544,0
9.3003,9.7607,17.12,1,32.7317,5,1.7935,0,88.1754,15.0966,0
10.8737,9.8095,39.721,1,9.5823,3,1.4652,1,52.503,8.0994,0
12.6477,13.4138,15.0119,1,8.0082,5,1.4687,0,37.2579,10.0634,0
23.5551,11.7763,28.6636,0,47.9688,4,1.7929,2,59.4803,13.1601,0
12.7811,13.1318,38.9233,0,9.9994,3,1.4737,0,110.2982,9.3308,0
18.5681,9.6821,27.0256,0,21.6746,7,2.324,0,85.0892,8.8541,0
6.572,9.2194,18.6775,1,81.9782,2,1.3393,1,92.6954,18.7127,0
17.7217,10.193,39.4436,0,50.5269,2,1.3143,0,91.6936,22.6666,0
24.9135,10.576,28.69,1,38.2984,0,2.1453,1,29.9881,16.9581,0
20.0976,13.0542,31.7043,1,69.7994,4,2.3959,0,34.3438,9.4093,0
15.5828,10.1323,12.71,1,82.7837,4,2.3632,1,33.9576,22.6858,0
11.3722,8.0045,9.1217,1,37.6804,1,2.1484,1,115.5103,14.4211,0
24.2694,9.0923,4.185,1,88.0315,4,1.4642,2,67.5029,14.5489,0
2.3899,9.7994,1.5009,1,3.2467,51,5.7277,18,3.0755,56.9042,1
22.5988,12.5704,2.6675,0,27.8684,2,0.9444,2,17.5463,13.7468,0
23.5395,13.1956,6.7516,1,31.7588,4,1.6685,0,28.2148,23.7616,0
22.1306,12.7376,34.9548,1,43.3411,6,1.7035,0,48.156,13.5485,0
16.477,12.7837,37.6046,0,51.3628,4,2.2368,2,50.9719,20.4409,0
6.4368,12.0094,16.0895,1,72.1642,5,2.1245,2,90.9045,21.1418,0
1.1757,9.6367,1.5009,1,3.0828,21,4.9763,10,1.8976,56.5625,1
14.227,11.6635,26.0726,0,22.5932,2,2.3041,1,51.1273,14.0792,0
10.0185,12.8905,2.1227,1,15.4292,4,1.1553,0,118.7428,16.0431,0
1.5297,9.8745,1.5009,0,3.0604,31,4.0589,17,3.432,61.0685,1
23.0949,10.6046,32.0708,1,58.4244,0,1.6963,2,97.9949,23.0035,0
8.3375,13.074,18.1172,1,81.0126,3,1.6921,1,19.4229,18.7954,0
11.3209,10.176,28.1547,1,38.5964,2,1.6129,1,34.0381,13.8264,0
9.6402,8.1233,1.7334,1,12.5402,0,0.806,0,17.9271,13.713,0
16.805,10.5722,25.4148,1,21.3776,7,2.3797,2,79.9546,21.2782,0
12.7998,9.4908,30.5093,0,62.7182,2,1.1197,0,24.3296,14.2384,0
9.085,8.1609,18.7858,1,57.2511,7,1.3414,2,101.7411,19.8116,0
21.7514,9.7864,33.7831,1,50.9584,6,2.0495,0,21.3545,15.9763,0
21.4462,12.8133,24.8182,1,55.8811,2,1.6863,2,80.8934,16.5845,0
5.8514,9.1101,10.1273,0,26.3238,0,1.0632,2,37.2307,12.3693,0
14.3576,12.0256,10.1335,1,75.1883,7,2.1342,2,46.1546,23.3256,0
24.0377,10.1784,4.6594,1,11.1801,5,0.8978,0,95.1317,15.3883,0
6.5873,9.1448,30.2543,1,82.762,4,2.4634,1,31.8275,22.4572,0
22.5738,12.2402,31.5401,0,16.7026,7,1.8145,1,76.0175,11.2528,0
12.4815,8.7,0.1982,1,80.3641,6,1.594,0,17.5038,16.6233,0
11.19,11.0489,0.1212,1,62.0926,0,1.0291,1,117.6325,22.9794,0
21.6425,11.1435,19.0524,1,78.2175,7,2.1821,0,49.2057,23.0339,0
19.9074,9.2644,15.4077,1,66.4851,5,1.2055,2,59.046,13.486,0
9.0669,10.8435,38.2307,1,28.4706,4,2.4518,1,88.2353,8.8894,0
18.595,8.6103,28.2733,1,18.8205,0,1.5041,1,59.929,9.9797,0
13.8368,13.3848,12.4314,1,34.2115,2,2.1558,1,73.494,11.1383,0
11.7109,10.5366,19.0482,1,25.7784,5,1.8209,1,20.2995,16.8532,0
22.1532,8.9445,4.2845,1,30.4368,6,1.2765,2,96.6812,14.6891,0
10.8214,10.6667,20.4052,1,85.111,5,1.6193,0,23.4077,21.8293,0
18.5878,8.255,29.0822,1,53.3328,3,2.3735,0,30.1571,18.5106,0
11.1028,10.0048,11.0603,1,33.2138,7,2.393,1,64.9012,14.0978,0
2.9532,9.6609,1.5009,0,1.8317,40,4.7497,6,1.555,66.3395,1
7.0525,8.21,38.6813,0,70.9057,5,1.9806,1,81.8272,14.8716,0
15.8164,12.9311,21.7752,1,69.0197,7,1.966,1,103.9045,24.2874,0
14.9639,9.4655,21.1368,1,65.1196,4,1.3188,2,61.5287,20.5882,0
18.7345,11.7436,23.3553,1,62.5634,2,1.7389,0,62.0306,12.4398,0
16.0485,8.0945,6.544,1,77.9937,5,1.1525,1,24.0858,21.8786,0
8.7534,8.8715,3.0956,1,26.9631,7,1.7834,2,47.0182,8.2319,0
18.2864,9.8678,37.6058,1,37.0582,7,1.1133,1,82.0438,12.418,0
19.1997,11.5905,17.7711,1,76.0135,5,1.5143,1,64.1584,9.3328,0
8.3888,8.5332,13.9667,1,20.9971,6,1.2881,2,41.709,18.337,0
23.3987,11.2074,9.6632,0,46.311,7,1.7799,1,45.2166,15.7453,0
5.6982,12.0845,0.3256,1,83.5882,5,2.409,2,72.7698,20.3642,0
7.0046,8.3439,27.5516,1,39.9559,2,1.6832,0,119.1386,8.9746,0
14.3707,8.7004,30.4541,1,43.7231,3,0.9593,2,30.658,16.6779,0
8.0689,10.4468,34.0964,1,13.3676,1,2.3567,0,19.5292,19.3881,0
24.9313,9.8025,6.8108,1,28.2889,4,0.8364,2,78.6161,17.4338,0
10.9715,9.0948,32.809,1,61.8336,1,1.2028,2,71.6463,23.7468,0
18.0315,11.5832,16.7665,1,67.0773,4,1.2334,1,105.7166,14.0186,0
9.6071,11.5343,4.7675,1,30.3567,1,1.9521,1,49.398,20.15,0
14.0471,10.3879,26.7147,1,39.9294,0,2.3202,1,46.7391,10.7565,0
15.6697,9.8401,8.2429,1,20.9503,3,1.8318,2,27.2122,17.3447,0
3.5118,9.8133,1.5009,0,3.3942,22,11.4478,8,3.7093,55.7856,1
13.4274,13.4321,14.9469,1,19.7807,1,2.2212,0,105.9901,19.2533,0
10.2979,8.2612,38.8468,1,56.1475,5,1.8144,2,81.3244,17.7857,0
18.6247,12.2151,36.3391,1,54.094,5,1.8884,1,26.3652,16.3785,0
11.6769,13.3952,10.6076,1,63.4573,3,2.2862,0,82.5423,12.7914,0
3.2318,9.8867,1.5009,0,3.7116,19,4.7017,5,2.4393,49.4491,1
17.0551,10.9471,5.0775,1,82.7197,7,1.0189,2,113.5529,21.2566,0
7.0083,12.2316,8.7983,1,87.0631,1,2.3365,2,95.9705,23.8016,0
6.8085,12.3626,19.6239,1,87.2887,7,2.2627,1,112.3231,22.516,0
10.9226,10.0838,11.8678,1,61.5608,4,1.6611,1,38.1184,9.6824,0
15.7125,9.6947,23.5136,1,64.8558,4,2.0404,1,44.0495,20.6202,0
15.6392,9.3126,15.1717,1,63.1926,7,2.0877,1,66.0822,8.9153,0
2.3078,9.8178,1.5009,0,0.7083,17,9.5816,12,3.0011,42.938,1
18.7649,11.1854,17.0753,1,32.199,2,1.3278,1,24.4633,20.498,0
23.0727,10.8206,25.5394,1,48.5479,3,1.7475,1,91.4191,22.0004,0
7.861,8.4228,37.3502,1,13.3852,0,1.5245,1,34.7262,17.8409,0
12.3326,13.2863,1.996,1,14.3137,4,1.1114,0,16.4323,8.4245,0
