trigger_type,severity,weekly_income,income_norm,claim_amount
aqi,0.6861,4682.2,0.2357,164.06
heavy_rain,0.822,2632.5,0.0839,195.64
heavy_rain,0.411,3977.87,0.1835,206.56
heavy_rain,0.6913,7768.0,0.4643,500.0
extreme_heat,0.5207,3736.62,0.1657,164.25
extreme_heat,0.3938,3051.89,0.115,124.27
traffic,0.7763,2612.59,0.0824,119.34
extreme_heat,0.2513,3986.28,0.1842,134.37
heavy_rain,0.5388,8140.91,0.4919,500.0
heavy_rain,0.8269,2034.9,0.0396,144.13
heavy_rain,0.6516,3924.68,0.1796,269.57
aqi,0.7853,1707.98,0.0154,59.79
heavy_rain,0.4419,3277.34,0.1317,175.25
aqi,0.8412,4588.85,0.2288,176.82
heavy_rain,0.8211,1825.87,0.0241,128.19
heavy_rain,0.9011,3221.48,0.1275,247.25
heavy_rain,0.7304,4652.96,0.2336,339.75
heavy_rain,0.2748,4296.56,0.2072,193.06
traffic,0.6883,4767.03,0.242,209.69
extreme_heat,0.3236,2471.8,0.072,77.43
heavy_rain,0.2913,4652.01,0.2335,222.75
traffic,0.7729,2980.95,0.1097,136.38
traffic,0.4778,5750.34,0.3148,225.38
aqi,0.3289,1500.0,0.0,50.0
aqi,0.1479,3481.42,0.1468,65.34
traffic,0.5611,4227.81,0.2021,169.77
traffic,0.7989,7900.77,0.4741,424.47
traffic,0.0807,4202.35,0.2002,87.35
extreme_heat,0.2132,4421.1,0.2164,138.39
traffic,0.4331,4854.91,0.2485,172.96
heavy_rain,0.5944,7529.2,0.4466,500.0
traffic,0.5065,3324.43,0.1351,124.91
aqi,0.3025,1995.1,0.0367,50.0
heavy_rain,0.2594,1812.98,0.0232,76.7
traffic,0.4613,5608.83,0.3044,209.45
aqi,0.6613,4498.97,0.2221,154.35
heavy_rain,0.7325,3539.81,0.1511,254.05
extreme_heat,0.8113,3001.76,0.1112,165.42
aqi,0.7682,4404.65,0.2152,159.93
aqi,0.8573,4468.74,0.2199,181.93
heavy_rain,0.4024,5114.91,0.2678,282.21
heavy_rain,0.4629,2311.53,0.0601,121.55
traffic,0.6486,1665.44,0.0123,65.71
heavy_rain,0.4663,2548.44,0.0777,141.25
heavy_rain,0.7279,2047.62,0.0406,136.55
heavy_rain,0.7802,1995.27,0.0367,136.49
heavy_rain,0.7901,8820.8,0.5423,500.0
extreme_heat,0.5426,1500.0,0.0,61.29
traffic,0.8487,5089.08,0.2659,266.88
traffic,0.5331,6332.81,0.358,256.11
traffic,0.1288,6592.79,0.3772,166.04
extreme_heat,0.6763,4622.15,0.2313,241.01
heavy_rain,0.8496,7785.01,0.4656,500.0
heavy_rain,0.2639,9815.32,0.6159,500.0
heavy_rain,0.199,3459.52,0.1451,138.82
heavy_rain,0.5232,5032.82,0.2617,308.01
heavy_rain,0.5295,7615.17,0.453,500.0
heavy_rain,0.3976,2615.0,0.0826,129.82
heavy_rain,0.4504,3560.11,0.1526,194.0
traffic,0.5197,2942.72,0.1069,104.47
traffic,0.1935,5066.92,0.2642,134.46
aqi,0.3095,1557.68,0.0043,50.0
traffic,0.0841,8252.85,0.5002,195.66
extreme_heat,0.7084,5254.81,0.2781,290.7
heavy_rain,0.3591,5404.41,0.2892,275.58
extreme_heat,0.7955,1500.0,0.0,83.85
heavy_rain,0.7124,2392.11,0.0661,159.24
extreme_heat,0.6902,8478.04,0.5169,500.0
extreme_heat,0.6809,3682.32,0.1617,181.61
extreme_heat,0.2793,1699.29,0.0148,57.43
heavy_rain,0.6399,4495.41,0.2219,295.29
traffic,0.5982,5650.95,0.3075,240.06
traffic,0.1411,5248.76,0.2777,125.59
traffic,0.3777,3732.37,0.1654,117.25
traffic,0.1825,7099.52,0.4148,191.64
extreme_heat,0.7522,2832.72,0.0987,144.12
heavy_rain,0.4697,5271.36,0.2794,308.27
traffic,0.4399,4304.9,0.2078,151.74
extreme_heat,0.8778,3764.83,0.1678,223.43
heavy_rain,0.3938,3329.25,0.1355,171.56
heavy_rain,0.6381,3388.71,0.1399,218.86
aqi,0.6773,4089.29,0.1918,143.75
traffic,0.3658,3476.01,0.1464,109.73
extreme_heat,0.7275,5805.35,0.3189,327.79
traffic,0.6515,3077.91,0.1169,120.27
extreme_heat,0.647,8814.43,0.5418,500.0
extreme_heat,0.4731,3009.91,0.1118,119.64
heavy_rain,0.2547,6374.37,0.3611,305.38
extreme_heat,0.6375,6513.35,0.3714,351.53
traffic,0.3528,4371.8,0.2127,135.17
heavy_rain,0.9172,4181.31,0.1986,349.57
traffic,0.3792,2794.8,0.0959,92.67
heavy_rain,0.6043,3107.16,0.119,197.03
traffic,0.7083,4491.27,0.2216,201.58
traffic,0.5254,3934.08,0.1803,154.69
traffic,0.4255,7270.22,0.4274,263.86
traffic,0.714,3205.76,0.1264,132.36
aqi,0.416,3304.26,0.1336,83.78
extreme_heat,0.7154,1750.46,0.0186,92.99
traffic,0.4035,5551.17,0.3001,196.98
traffic,0.3095,5306.08,0.2819,154.77
heavy_rain,0.1799,6558.66,0.3747,280.2
heavy_rain,0.5753,6746.09,0.3886,455.45
extreme_heat,0.8974,5969.83,0.3311,388.73
heavy_rain,0.563,6097.04,0.3405,409.04
extreme_heat,0.2915,5459.07,0.2933,203.07
extreme_heat,0.2089,5896.1,0.3256,195.76
traffic,0.2617,1602.02,0.0076,50.0
heavy_rain,0.3964,2321.82,0.0609,113.91
traffic,0.4448,2139.66,0.0474,72.4
extreme_heat,0.5731,7593.79,0.4514,411.26
traffic,0.1659,2720.36,0.0904,57.18
heavy_rain,0.4529,2947.08,0.1072,165.75
extreme_heat,0.1465,4037.29,0.1879,115.43
heavy_rain,0.3305,2160.64,0.0489,102.15
traffic,0.3503,4867.19,0.2494,156.09
heavy_rain,0.3108,1500.0,0.0,71.89
aqi,0.6402,2233.34,0.0543,71.4
heavy_rain,0.3741,4444.44,0.2181,226.54
extreme_heat,0.579,2162.85,0.0491,97.89
heavy_rain,0.1324,7704.47,0.4596,325.21
traffic,0.3991,4118.07,0.1939,135.39
extreme_heat,0.4259,7087.13,0.4139,306.42
extreme_heat,0.2976,4812.43,0.2454,171.79
heavy_rain,0.7992,3999.94,0.1852,303.3
heavy_rain,0.4196,2444.8,0.07,123.88
heavy_rain,0.5201,6403.33,0.3632,409.17
aqi,0.4577,5017.2,0.2605,151.44
extreme_heat,0.5249,11410.9,0.7341,500.0
heavy_rain,0.2487,6088.76,0.3399,284.93
aqi,0.232,3298.75,0.1332,69.22
heavy_rain,0.6472,4650.41,0.2334,328.21
extreme_heat,0.346,4969.47,0.257,189.7
traffic,0.9755,7197.43,0.422,430.92
aqi,0.8182,7792.64,0.4661,338.4
traffic,0.5084,3710.84,0.1638,135.42
extreme_heat,0.4413,2191.28,0.0512,93.43
aqi,0.8361,1592.53,0.0069,51.38
heavy_rain,0.6591,2276.11,0.0575,141.41
aqi,0.4841,2993.24,0.1106,86.66
traffic,0.2389,8537.02,0.5213,266.37
aqi,0.7272,8602.02,0.5261,354.14
heavy_rain,0.1289,6503.4,0.3706,258.21
heavy_rain,0.3929,7444.27,0.4403,437.13
traffic,0.9217,2825.11,0.0982,142.88
extreme_heat,0.3801,1886.24,0.0286,63.79
extreme_heat,0.8394,2432.65,0.0691,136.02
aqi,0.7084,1500.0,0.0,50.0
traffic,0.3938,2305.43,0.0597,73.09
heavy_rain,0.4234,3124.49,0.1203,161.53
extreme_heat,0.2506,4373.64,0.2129,139.25
heavy_rain,0.5251,4305.84,0.2078,263.23
heavy_rain,0.8803,2850.31,0.1,223.06
heavy_rain,0.6447,5347.98,0.285,380.11
traffic,0.5493,2877.8,0.1021,99.21
traffic,0.4448,4044.13,0.1885,139.01
extreme_heat,0.195,2310.01,0.06,64.99
extreme_heat,0.65,6934.98,0.4026,381.24
traffic,0.5472,4066.01,0.1901,147.72
traffic,0.7269,5650.01,0.3074,261.25
aqi,0.2942,2190.54,0.0512,50.0
extreme_heat,0.0849,4390.56,0.2141,111.22
traffic,0.4037,5357.04,0.2857,180.28
extreme_heat,0.2894,1500.0,0.0,54.52
extreme_heat,0.1367,7215.95,0.4234,234.56
aqi,0.4189,2154.44,0.0485,53.79
extreme_heat,0.125,4471.37,0.2201,116.57
extreme_heat,0.8617,9836.46,0.6175,500.0
heavy_rain,0.2814,6486.33,0.3694,309.83
extreme_heat,0.5474,1910.33,0.0304,74.5
extreme_heat,0.6704,3681.16,0.1616,188.33
traffic,0.3734,7455.56,0.4412,258.01
extreme_heat,0.2005,2674.75,0.087,76.73
heavy_rain,0.693,3361.22,0.1379,221.18
aqi,0.4358,3314.49,0.1344,88.55
heavy_rain,0.2977,5350.9,0.2853,265.72
aqi,0.1799,1865.91,0.0271,50.0
heavy_rain,0.1479,5503.04,0.2965,218.25
extreme_heat,0.4196,2947.17,0.1072,110.14
extreme_heat,0.6184,4001.13,0.1853,191.85
traffic,0.2719,3595.95,0.1553,95.55
heavy_rain,0.9232,5431.03,0.2912,476.2
aqi,0.4825,3981.76,0.1838,106.85
extreme_heat,0.3226,8268.57,0.5014,338.6
extreme_heat,0.3387,6599.27,0.3777,265.24
extreme_heat,0.5683,2703.6,0.0892,125.23
heavy_rain,0.3419,7963.7,0.4788,445.41
extreme_heat,0.0249,4720.66,0.2386,110.56
heavy_rain,0.2469,4380.6,0.2134,190.28
heavy_rain,0.2985,6149.37,0.3444,311.59
traffic,0.5787,2390.9,0.066,84.47
extreme_heat,0.4063,2018.85,0.0384,70.34
heavy_rain,0.0913,4074.37,0.1907,147.51
heavy_rain,0.4293,2971.58,0.109,157.1
heavy_rain,0.2135,11348.71,0.7295,500.0
heavy_rain,0.5663,2745.83,0.0923,166.35
traffic,0.3109,4105.67,0.193,121.22
heavy_rain,0.2915,4429.24,0.217,200.08
aqi,0.7581,7447.53,0.4406,306.15
heavy_rain,0.4411,2447.25,0.0702,127.05
heavy_rain,0.5237,1797.17,0.022,94.91
aqi,0.6017,8080.57,0.4874,289.81
heavy_rain,0.0951,4189.18,0.1992,145.97
extreme_heat,0.7512,6032.23,0.3357,345.79
aqi,0.8005,6175.52,0.3463,250.54
aqi,0.7301,6734.54,0.3877,262.42
traffic,0.5958,3331.13,0.1356,129.33
heavy_rain,0.3744,2908.91,0.1044,144.74
extreme_heat,0.6909,1500.0,0.0,74.56
aqi,0.6017,2446.83,0.0701,70.85
aqi,0.4376,4150.88,0.1964,118.33
heavy_rain,0.654,2833.6,0.0988,181.92
extreme_heat,0.4556,2274.58,0.0574,98.21
heavy_rain,0.4963,4126.61,0.1946,237.67
heavy_rain,0.8625,7875.18,0.4722,500.0
traffic,0.6931,3912.74,0.1787,173.69
heavy_rain,0.2832,2283.79,0.0581,100.29
heavy_rain,0.1931,7602.35,0.452,350.57
heavy_rain,0.6745,2732.42,0.0913,180.52
extreme_heat,0.2178,8431.13,0.5134,315.91
heavy_rain,0.7636,3527.81,0.1502,254.66
extreme_heat,0.3893,4236.81,0.2027,171.21
heavy_rain,0.161,8781.89,0.5394,390.46
aqi,0.5987,2047.25,0.0405,63.66
heavy_rain,0.5853,2380.22,0.0652,145.66
extreme_heat,0.4778,3417.71,0.1421,147.33
heavy_rain,0.7404,3751.89,0.1668,272.78
heavy_rain,0.0658,15000.0,1.0,500.0
heavy_rain,0.6022,2581.1,0.0801,157.46
heavy_rain,0.5298,2096.19,0.0442,114.79
heavy_rain,0.5377,2520.17,0.0756,142.86
extreme_heat,0.5795,4519.09,0.2236,215.54
traffic,0.4581,5146.22,0.2701,191.43
heavy_rain,0.3032,2825.54,0.0982,127.99
extreme_heat,0.2254,4066.42,0.1901,126.67
extreme_heat,0.4853,10642.4,0.6772,500.0
heavy_rain,0.2783,4095.25,0.1922,193.99
extreme_heat,0.1279,4724.4,0.2388,129.6
heavy_rain,0.1694,10347.44,0.6554,489.84
heavy_rain,0.1979,2838.38,0.0991,121.58
extreme_heat,0.3622,2747.09,0.0924,96.02
aqi,0.4317,3181.66,0.1246,82.6
aqi,0.6997,3090.37,0.1178,105.85
aqi,0.1211,1618.89,0.0088,50.0
extreme_heat,0.8661,4311.31,0.2082,251.51
heavy_rain,0.4376,4484.9,0.2211,246.64
heavy_rain,0.748,3666.79,0.1605,261.41
heavy_rain,0.4969,4553.88,0.2262,270.18
heavy_rain,0.7833,4578.17,0.228,344.17
heavy_rain,0.6734,2083.75,0.0432,135.39
extreme_heat,0.4634,4648.59,0.2332,189.24
heavy_rain,0.4656,5320.15,0.283,312.4
heavy_rain,0.839,1810.66,0.023,132.59
traffic,0.5181,8362.88,0.5084,357.58
extreme_heat,0.4771,2169.17,0.0496,86.07
aqi,0.5151,2277.61,0.0576,60.13
heavy_rain,0.2484,4451.42,0.2186,196.13
extreme_heat,0.1898,5257.18,0.2783,171.4
heavy_rain,0.903,5936.27,0.3286,500.0
extreme_heat,0.1878,5326.75,0.2835,172.21
heavy_rain,0.584,3103.07,0.1187,195.74
heavy_rain,0.8891,4248.33,0.2036,338.1
traffic,0.2429,3434.63,0.1433,90.51
heavy_rain,0.6936,4390.2,0.2141,304.51
heavy_rain,0.5387,4163.99,0.1973,245.93
aqi,0.4392,3126.11,0.1205,86.97
heavy_rain,0.4963,3382.57,0.1394,194.64
extreme_heat,0.1964,1593.83,0.007,50.0
extreme_heat,0.2086,6094.03,0.3403,196.69
heavy_rain,0.2946,4669.37,0.2348,222.16
extreme_heat,0.2737,1500.0,0.0,50.0
heavy_rain,0.5409,5982.42,0.332,387.63
traffic,0.0695,3918.59,0.1792,77.75
heavy_rain,0.47,2518.93,0.0755,140.49
heavy_rain,0.6936,2409.77,0.0674,156.76
heavy_rain,0.4895,2852.32,0.1002,159.22
aqi,0.16,2525.61,0.076,50.0
traffic,0.9514,2701.08,0.089,136.11
aqi,0.7608,9417.43,0.5865,409.99
traffic,0.3026,4844.32,0.2477,147.17
traffic,0.3196,11136.74,0.7138,408.36
extreme_heat,0.1287,4504.67,0.2226,127.91
aqi,0.6662,5375.64,0.2871,195.5
extreme_heat,0.8407,2590.61,0.0808,146.52
extreme_heat,0.601,3699.62,0.1629,174.44
traffic,0.4959,3862.85,0.175,140.33
extreme_heat,0.1763,5486.5,0.2953,168.53
heavy_rain,0.8311,3925.54,0.1797,303.11
extreme_heat,0.7163,4796.61,0.2442,255.93
heavy_rain,0.4879,4711.51,0.2379,284.67
traffic,0.1224,3458.43,0.1451,86.63
extreme_heat,0.0926,3285.11,0.1322,79.5
traffic,0.8217,2879.88,0.1022,137.29
extreme_heat,0.6176,6912.95,0.401,378.29
traffic,0.4734,3459.17,0.1451,115.59
heavy_rain,0.539,4743.11,0.2402,283.62
aqi,0.2712,3720.91,0.1645,90.4
extreme_heat,0.4124,6845.24,0.3959,299.24
heavy_rain,0.1875,1500.0,0.0,52.4
heavy_rain,0.5563,4682.02,0.2357,295.09
heavy_rain,0.6297,2148.54,0.048,130.72
extreme_heat,0.1962,4891.97,0.2513,168.15
traffic,0.6034,3739.57,0.1659,146.3
aqi,0.1442,1921.42,0.0312,50.0
traffic,0.5779,4763.89,0.2418,198.32
extreme_heat,0.434,4501.16,0.2223,193.3
extreme_heat,0.3655,3584.55,0.1544,139.16
traffic,0.3429,3818.9,0.1718,114.38
traffic,0.5625,4362.3,0.212,170.11
heavy_rain,0.8256,7252.56,0.4261,500.0
aqi,0.2809,3438.66,0.1436,76.37
extreme_heat,0.3035,6677.61,0.3835,255.93
traffic,0.7289,3949.23,0.1814,180.15
aqi,0.7528,7691.47,0.4586,324.86
traffic,0.7535,3577.53,0.1539,164.54
heavy_rain,0.3064,2883.72,0.1025,135.73
extreme_heat,0.6706,2324.27,0.0611,112.07
heavy_rain,0.7658,3956.41,0.182,297.83
traffic,0.4213,2706.51,0.0894,86.88
heavy_rain,0.8012,8121.29,0.4905,500.0
traffic,0.5334,2602.93,0.0817,97.35
aqi,0.281,2849.76,0.1,64.28
heavy_rain,0.9232,5380.53,0.2874,459.41
extreme_heat,0.1778,7280.07,0.4282,245.11
traffic,0.6654,5799.48,0.3185,263.06
extreme_heat,0.8003,6831.79,0.3949,429.01
heavy_rain,0.3611,3865.68,0.1752,194.66
heavy_rain,0.2902,3893.01,0.1773,181.04
extreme_heat,0.3821,11002.51,0.7039,500.0
traffic,0.9355,9368.74,0.5829,500.0
extreme_heat,0.3267,5750.84,0.3149,222.46
heavy_rain,0.6599,6997.47,0.4072,500.0
extreme_heat,0.6954,6181.19,0.3468,349.7
extreme_heat,0.3845,2201.76,0.052,81.18
heavy_rain,0.381,3944.88,0.1811,198.98
traffic,0.8976,8504.81,0.5189,499.48
heavy_rain,0.9155,5768.51,0.3162,500.0
extreme_heat,0.5834,3897.95,0.1776,182.03
aqi,0.7444,8555.92,0.5227,359.88
extreme_heat,0.4433,4839.91,0.2474,206.56
traffic,0.0423,5871.06,0.3238,113.71
heavy_rain,0.292,4852.58,0.2483,232.29
heavy_rain,0.0595,5274.19,0.2796,177.86
heavy_rain,0.4266,5466.18,0.2938,307.75
traffic,0.0514,7706.64,0.4598,168.57
traffic,0.2075,8225.37,0.4982,242.07
heavy_rain,0.4539,3211.37,0.1268,171.11
heavy_rain,0.9002,4806.65,0.2449,409.26
heavy_rain,0.6128,7596.97,0.4516,500.0
extreme_heat,0.502,3767.7,0.168,158.88
traffic,0.6803,2091.32,0.0438,78.92
traffic,0.4223,2554.66,0.0781,82.9
aqi,0.7422,2644.43,0.0848,97.18
heavy_rain,0.121,3200.01,0.1259,115.17
traffic,0.6208,2770.78,0.0941,102.92
extreme_heat,0.6889,6731.5,0.3875,380.02
heavy_rain,0.4358,3503.75,0.1484,183.8
aqi,0.4681,7559.43,0.4488,241.49
heavy_rain,0.579,2286.67,0.0583,133.17
traffic,0.1429,3372.26,0.1387,70.21
traffic,0.9272,4239.24,0.2029,225.06
aqi,0.2944,6035.0,0.3359,155.63
extreme_heat,0.7972,7128.2,0.4169,446.07
heavy_rain,0.6144,3074.33,0.1166,193.98
traffic,0.1013,6612.45,0.3787,150.09
traffic,0.2285,1735.5,0.0174,50.0
extreme_heat,0.2478,6220.87,0.3497,209.37
traffic,0.3927,2057.95,0.0413,62.28
heavy_rain,0.3963,5030.74,0.2615,270.39
extreme_heat,0.8839,7076.91,0.4131,475.39
aqi,0.4052,6270.52,0.3534,177.12
heavy_rain,0.2537,1772.97,0.0202,76.93
extreme_heat,0.2114,3217.58,0.1272,101.75
aqi,0.7527,5758.7,0.3155,221.1
traffic,0.1515,5676.83,0.3094,137.33
aqi,0.8311,4619.15,0.231,173.32
extreme_heat,0.8424,1500.0,0.0,87.71
aqi,0.3542,7324.82,0.4315,198.14
heavy_rain,0.6863,8007.47,0.482,500.0
extreme_heat,0.5307,4367.17,0.2124,199.82
extreme_heat,0.1624,4511.07,0.223,125.41
traffic,0.5513,5174.67,0.2722,206.66
aqi,0.6816,8351.71,0.5075,328.25
traffic,0.6424,4560.91,0.2267,197.99
traffic,0.5441,3657.05,0.1598,141.63
extreme_heat,0.0845,4869.57,0.2496,133.58
extreme_heat,0.0917,4001.58,0.1853,104.52
extreme_heat,0.4725,4024.37,0.187,166.89
heavy_rain,0.6496,1664.15,0.0122,97.47
extreme_heat,0.254,5226.08,0.276,176.71
aqi,0.5805,7228.07,0.4243,262.43
traffic,0.3641,6702.17,0.3853,229.0
traffic,0.3797,6473.65,0.3684,225.59
extreme_heat,0.5408,3918.64,0.1792,185.35
extreme_heat,0.718,4327.9,0.2095,234.2
heavy_rain,0.2298,7300.52,0.4297,341.46
extreme_heat,0.2585,6208.52,0.3488,224.86
extreme_heat,0.7656,8460.62,0.5156,500.0
heavy_rain,0.1373,2874.52,0.1018,104.12
heavy_rain,0.5936,2865.57,0.1012,178.15
traffic,0.2911,3407.44,0.1413,93.73
extreme_heat,0.1649,2511.12,0.0749,70.22
extreme_heat,0.4671,2078.23,0.0428,90.12
heavy_rain,0.7995,5086.36,0.2657,396.2
extreme_heat,0.2046,4916.12,0.253,162.67
extreme_heat,0.6837,4551.05,0.226,236.88
extreme_heat,0.2178,4802.41,0.2446,163.77
extreme_heat,0.6694,1935.54,0.0323,87.72
heavy_rain,0.5162,3165.21,0.1233,180.15
aqi,0.4621,3474.71,0.1463,103.21
heavy_rain,0.5432,4122.66,0.1943,259.4
extreme_heat,0.0936,1939.37,0.0325,50.89
heavy_rain,0.1345,2530.33,0.0763,83.49
extreme_heat,0.1727,3234.92,0.1285,93.05
heavy_rain,0.4851,6830.43,0.3948,429.74
aqi,0.8457,4586.79,0.2287,179.13
extreme_heat,0.653,6706.17,0.3856,372.42
traffic,0.7653,3784.94,0.1693,169.27
heavy_rain,0.356,4025.86,0.1871,194.53
heavy_rain,0.1712,5164.37,0.2714,201.87
extreme_heat,0.5788,3682.67,0.1617,180.32
extreme_heat,0.5223,2944.33,0.107,124.29
extreme_heat,0.6063,1910.48,0.0304,83.38
aqi,0.4575,2984.06,0.1099,75.23
traffic,0.3375,6112.52,0.3417,206.63
aqi,0.1966,7557.81,0.4487,164.99
heavy_rain,0.6239,2733.73,0.0914,165.33
traffic,0.3443,1691.09,0.0142,50.0
extreme_heat,0.377,6395.22,0.3626,264.92
traffic,0.489,4165.74,0.1975,154.18
aqi,0.7439,2051.81,0.0409,66.07
traffic,0.4072,1500.0,0.0,53.08
aqi,0.1501,2485.66,0.073,50.0
traffic,0.3476,3192.4,0.1254,90.81
heavy_rain,0.4168,2262.38,0.0565,108.23
traffic,0.6393,5687.09,0.3102,245.59
extreme_heat,0.2619,2680.39,0.0874,79.41
aqi,0.2558,4048.9,0.1888,93.06
traffic,0.5388,13183.81,0.8655,500.0
heavy_rain,0.3612,4267.27,0.205,215.42
heavy_rain,0.7233,3798.04,0.1702,263.74
heavy_rain,0.1112,3841.18,0.1734,130.2
extreme_heat,0.4209,5622.36,0.3054,244.25
heavy_rain,0.4742,5284.55,0.2803,321.07
traffic,0.3749,2436.27,0.0694,79.86
extreme_heat,0.6258,3276.15,0.1316,149.88
traffic,0.4208,2882.28,0.1024,86.33
heavy_rain,0.3472,3493.57,0.1477,179.41
extreme_heat,0.7952,10029.75,0.6318,500.0
heavy_rain,0.4835,5479.25,0.2948,322.88
aqi,0.6901,3866.55,0.1753,138.88
heavy_rain,0.7155,7497.06,0.4442,500.0
heavy_rain,0.5758,4421.51,0.2164,283.98
heavy_rain,0.6153,1773.97,0.0203,95.4
traffic,0.5787,9246.33,0.5738,426.24
heavy_rain,0.8332,3721.2,0.1645,291.09
traffic,0.0355,1500.0,0.0,50.0
traffic,0.2362,1808.38,0.0228,51.06
traffic,0.6582,7071.6,0.4127,322.77
heavy_rain,0.6257,1823.11,0.0239,110.2
heavy_rain,0.6615,7899.95,0.4741,500.0
extreme_heat,0.4732,4190.28,0.1993,173.62
heavy_rain,0.5236,5749.95,0.3148,364.66
traffic,0.6337,3538.99,0.151,146.76
extreme_heat,0.656,5227.47,0.2761,275.56
extreme_heat,0.7762,4713.96,0.2381,268.03
heavy_rain,0.6462,3947.09,0.1813,258.77
extreme_heat,0.6116,2362.04,0.0639,109.36
heavy_rain,0.7159,4813.91,0.2455,349.99
traffic,0.4269,1622.12,0.009,50.0
heavy_rain,0.5082,6410.87,0.3638,412.9
aqi,0.7054,4440.39,0.2178,153.72
traffic,0.8796,5075.08,0.2648,257.23
heavy_rain,0.1331,1500.0,0.0,50.0
heavy_rain,0.6137,2291.89,0.0587,135.66
heavy_rain,0.862,3124.77,0.1204,239.36
heavy_rain,0.754,5635.49,0.3063,428.42
heavy_rain,0.602,2511.4,0.0749,155.37
aqi,0.5659,14385.87,0.9545,500.0
traffic,0.6328,3527.5,0.1502,143.73
heavy_rain,0.2568,2421.16,0.0682,93.84
extreme_heat,0.826,3664.97,0.1604,205.41
heavy_rain,0.0641,2501.2,0.0742,79.15
aqi,0.7111,2225.71,0.0538,63.98
heavy_rain,0.0723,6670.76,0.383,236.45
traffic,0.7361,5201.07,0.2742,235.44
traffic,0.6119,5208.63,0.2747,220.15
heavy_rain,0.4693,7618.82,0.4532,493.92
heavy_rain,0.5722,5132.44,0.2691,326.68
extreme_heat,0.5088,2359.72,0.0637,102.33
aqi,0.0295,5734.88,0.3137,90.85
extreme_heat,0.4032,2290.88,0.0586,78.59
traffic,0.655,3168.4,0.1236,137.34
traffic,0.9005,3932.93,0.1802,210.95
traffic,0.4497,3738.39,0.1658,130.21
extreme_heat,0.3946,1643.21,0.0106,60.92
extreme_heat,0.0752,2480.46,0.0726,59.46
traffic,0.3439,3978.84,0.1836,121.46
heavy_rain,0.5024,2965.07,0.1085,168.82
aqi,0.6522,7066.56,0.4123,265.27
heavy_rain,0.2171,7698.21,0.4591,370.34
heavy_rain,0.7328,2298.03,0.0591,152.95
traffic,0.6158,4145.91,0.196,169.94
heavy_rain,0.4906,8878.24,0.5465,500.0
heavy_rain,0.8858,3762.7,0.1676,306.51
heavy_rain,0.5347,3282.99,0.1321,205.14
extreme_heat,0.7217,6186.41,0.3471,360.09
traffic,0.6238,3508.34,0.1488,145.19
heavy_rain,0.5641,7596.44,0.4516,500.0
heavy_rain,0.4345,2988.8,0.1103,163.51
extreme_heat,0.1662,3173.87,0.124,101.89
aqi,0.1172,5973.44,0.3314,106.17
heavy_rain,0.477,4231.33,0.2023,245.77
aqi,0.542,4248.0,0.2036,117.15
aqi,0.3216,1548.95,0.0036,50.0
heavy_rain,0.6913,3372.11,0.1387,231.86
traffic,0.144,6198.23,0.348,153.47
traffic,0.4556,2719.34,0.0903,77.18
extreme_heat,0.6749,5712.05,0.312,310.24
extreme_heat,0.5802,4600.84,0.2297,222.73
traffic,0.3138,3641.47,0.1586,106.3
traffic,0.5671,7933.72,0.4766,346.33
traffic,0.257,3395.06,0.1404,87.2
aqi,0.6807,3515.46,0.1493,118.69
extreme_heat,0.5977,3620.73,0.1571,167.45
traffic,0.4399,4189.19,0.1992,148.36
aqi,0.3061,5904.55,0.3263,147.23
heavy_rain,0.4639,1927.01,0.0316,92.01
heavy_rain,0.7405,6210.66,0.3489,483.45
extreme_heat,0.3162,4163.24,0.1973,151.4
aqi,0.4692,5308.25,0.2821,164.64
heavy_rain,0.0319,13305.4,0.8745,500.0
traffic,0.7836,3115.58,0.1197,136.79
heavy_rain,0.6777,2181.27,0.0505,147.59
extreme_heat,0.557,4433.3,0.2173,200.87
traffic,0.6841,4798.62,0.2443,212.69
heavy_rain,0.7645,6221.74,0.3498,496.73
aqi,0.3678,3074.24,0.1166,82.58
heavy_rain,0.4823,2656.98,0.0857,154.61
aqi,0.3108,1869.67,0.0274,50.0
heavy_rain,0.7713,2030.94,0.0393,139.73
aqi,0.22,3268.28,0.131,69.76
traffic,0.9495,3796.02,0.1701,200.14
heavy_rain,0.3107,11300.1,0.7259,500.0
heavy_rain,0.2117,1726.25,0.0168,65.5
heavy_rain,0.7334,4758.56,0.2414,359.79
extreme_heat,0.5718,2799.04,0.0962,129.01
traffic,0.5814,4498.2,0.2221,190.44
extreme_heat,0.5663,3051.48,0.1149,132.21
extreme_heat,0.9182,6752.66,0.3891,455.67
extreme_heat,0.4326,6731.78,0.3875,301.86
extreme_heat,0.0655,3802.63,0.1706,97.06
traffic,0.7072,8263.11,0.501,415.2
extreme_heat,0.5454,5884.37,0.3248,290.02
traffic,0.336,8072.99,0.4869,283.7
aqi,0.9373,3938.01,0.1806,157.63
extreme_heat,0.4203,6476.27,0.3686,286.11
heavy_rain,0.1321,2740.43,0.0919,102.0
heavy_rain,0.4351,2604.95,0.0818,136.7
extreme_heat,0.0521,11967.06,0.7753,357.54
heavy_rain,0.5818,2338.03,0.0621,137.7
aqi,0.5278,3235.53,0.1286,96.57
traffic,0.522,1557.75,0.0043,50.0
extreme_heat,0.8528,2636.13,0.0842,153.24
traffic,0.1691,2447.65,0.0702,60.15
heavy_rain,0.0949,2878.01,0.1021,96.65
