zone,work_type,disruption_freq,flood_risk,heat_risk,weekly_income,income_norm,tenure_weeks,claim_ratio,premium_score,weekly_premium
Karol Bagh,0,0.33,0.42,0.72,3519.31,0.1496,30,0.0539,0.2154,41.92
Mayur Vihar,0,0.35,0.55,0.7,8510.79,0.5193,99,0.1453,0.4771,57.62
Mayur Vihar,1,0.35,0.55,0.7,5940.05,0.3289,27,0.0994,0.2835,46.01
Mayur Vihar,1,0.35,0.55,0.7,5277.79,0.2798,53,0.1245,0.255,44.3
Shahdara,1,0.4,0.65,0.72,5150.52,0.2704,4,0.0,0.2576,44.45
Lajpat Nagar,1,0.32,0.45,0.68,7177.03,0.4205,93,0.051,0.2968,46.81
Vasant Kunj,1,0.22,0.3,0.65,6706.58,0.3857,74,0.2485,0.2649,44.89
Noida Sector 18,0,0.3,0.45,0.7,3803.26,0.1706,17,0.1422,0.2423,43.54
Karol Bagh,0,0.33,0.42,0.72,6602.18,0.3779,69,0.4744,0.3844,52.07
Vasant Kunj,1,0.22,0.3,0.65,4389.74,0.2141,20,0.3404,0.2075,41.45
Rohini,1,0.35,0.5,0.72,10493.0,0.6661,47,0.1558,0.4013,53.08
Saket,1,0.25,0.35,0.65,6966.47,0.4049,54,0.1114,0.2706,45.23
Rohini,1,0.35,0.5,0.72,2943.03,0.1069,97,0.2583,0.1818,39.91
Connaught Place,0,0.28,0.3,0.7,12904.81,0.8448,35,0.2755,0.5709,63.26
Vasant Kunj,1,0.22,0.3,0.65,1500.0,0.0,2,0.0,0.0981,34.88
Vasant Kunj,1,0.22,0.3,0.65,5534.06,0.2988,45,0.632,0.2403,43.42
Vasant Kunj,1,0.22,0.3,0.65,2840.9,0.0993,97,0.2331,0.1231,36.38
Karol Bagh,1,0.33,0.42,0.72,10312.27,0.6528,84,0.0381,0.3614,50.68
Noida Sector 18,0,0.3,0.45,0.7,4566.05,0.2271,7,0.3649,0.3084,47.51
Shahdara,1,0.4,0.65,0.72,2705.66,0.0893,6,0.1772,0.2324,42.95
Vasant Kunj,0,0.22,0.3,0.65,3521.89,0.1498,79,0.1538,0.195,40.7
Shahdara,1,0.4,0.65,0.72,2815.89,0.0975,75,0.3666,0.2232,42.39
Noida Sector 18,0,0.3,0.45,0.7,3453.39,0.1447,58,0.0895,0.2847,46.08
Rohini,0,0.35,0.5,0.72,3414.12,0.1418,10,0.1093,0.241,43.46
Gurugram Sector 29,0,0.28,0.5,0.68,2763.97,0.0936,30,0.1438,0.2394,43.36
Mayur Vihar,0,0.35,0.55,0.7,4605.62,0.23,89,0.3314,0.3214,48.29
Gurugram Sector 29,0,0.28,0.5,0.68,4893.25,0.2514,15,0.0963,0.3083,47.5
Janakpuri,1,0.3,0.4,0.68,2445.11,0.07,21,0.0893,0.1835,40.01
Rohini,0,0.35,0.5,0.72,1756.13,0.019,48,0.0278,0.2091,41.55
Connaught Place,1,0.28,0.3,0.7,4700.75,0.2371,77,0.2434,0.2114,41.69
Noida Sector 18,0,0.3,0.45,0.7,5249.88,0.2778,87,0.0834,0.2907,46.44
Gurugram Sector 29,0,0.28,0.5,0.68,5797.07,0.3183,62,0.1736,0.338,49.28
Mayur Vihar,1,0.35,0.55,0.7,5300.66,0.2815,52,0.0378,0.2406,43.43
Vasant Kunj,1,0.22,0.3,0.65,8833.96,0.5433,41,0.0859,0.2795,45.77
Janakpuri,0,0.3,0.4,0.68,6624.52,0.3796,5,0.0809,0.3093,47.56
Mayur Vihar,1,0.35,0.55,0.7,15000.0,1.0,28,0.2374,0.521,60.26
Gurugram Sector 29,1,0.28,0.5,0.68,15000.0,1.0,23,0.1945,0.5129,59.77
Dwarka,0,0.38,0.6,0.7,1670.62,0.0126,6,0.0554,0.2352,43.11
Karol Bagh,1,0.33,0.42,0.72,1500.0,0.0,78,0.4496,0.1464,37.78
Connaught Place,1,0.28,0.3,0.7,4009.03,0.1859,37,0.297,0.1968,40.81
Noida Sector 18,1,0.3,0.45,0.7,5177.7,0.2724,53,0.2003,0.2135,41.81
Vasant Kunj,0,0.22,0.3,0.65,3874.06,0.1759,21,0.2161,0.215,41.9
Noida Sector 18,0,0.3,0.45,0.7,5720.38,0.3126,62,0.0436,0.2742,45.45
Vasant Kunj,0,0.22,0.3,0.65,3515.3,0.1493,15,0.0823,0.2491,43.94
Connaught Place,1,0.28,0.3,0.7,2844.16,0.0996,71,0.0094,0.143,37.58
Shahdara,1,0.4,0.65,0.72,3067.3,0.1161,77,0.1281,0.2158,41.95
Mayur Vihar,0,0.35,0.55,0.7,3640.64,0.1586,33,0.3485,0.3123,47.74
Noida Sector 18,1,0.3,0.45,0.7,6134.94,0.3433,23,0.4656,0.3235,48.41
Karol Bagh,0,0.33,0.42,0.72,3154.64,0.1226,82,0.0434,0.2219,42.32
Janakpuri,0,0.3,0.4,0.68,3482.53,0.1469,24,0.0782,0.2156,41.94
Gurugram Sector 29,1,0.28,0.5,0.68,5351.37,0.2853,19,0.1621,0.2729,45.37
Janakpuri,0,0.3,0.4,0.68,3643.14,0.1588,36,0.2742,0.2362,43.17
Karol Bagh,0,0.33,0.42,0.72,7032.91,0.4098,101,0.2523,0.4211,54.27
Lajpat Nagar,0,0.32,0.45,0.68,2540.83,0.0771,49,0.0852,0.2111,41.67
Dwarka,0,0.38,0.6,0.7,2279.74,0.0578,28,0.2072,0.2593,44.56
Lajpat Nagar,1,0.32,0.45,0.68,4685.91,0.236,54,0.3622,0.2182,42.09
Gurugram Sector 29,1,0.28,0.5,0.68,4925.32,0.2537,37,0.4473,0.2913,46.48
Rohini,0,0.35,0.5,0.72,2611.08,0.0823,70,0.5174,0.2663,44.98
Dwarka,0,0.38,0.6,0.7,7877.75,0.4724,46,0.0853,0.4317,54.9
Karol Bagh,0,0.33,0.42,0.72,10535.11,0.6693,62,0.249,0.5355,61.13
Saket,0,0.25,0.35,0.65,2939.73,0.1066,46,0.062,0.1816,39.9
Lajpat Nagar,0,0.32,0.45,0.68,8464.62,0.5159,51,0.1574,0.4477,55.86
Connaught Place,0,0.28,0.3,0.7,1500.0,0.0,47,0.0299,0.1138,35.83
Rohini,1,0.35,0.5,0.72,6891.58,0.3994,41,0.1061,0.2957,46.74
Karol Bagh,0,0.33,0.42,0.72,2620.5,0.083,101,0.6648,0.2609,44.65
Shahdara,0,0.4,0.65,0.72,6555.35,0.3745,28,0.2229,0.4074,53.44
Vasant Kunj,0,0.22,0.3,0.65,2488.32,0.0732,84,0.1956,0.1588,38.53
Rohini,1,0.35,0.5,0.72,3888.41,0.1769,74,0.2024,0.2306,42.83
Saket,0,0.25,0.35,0.65,2683.67,0.0877,55,0.3178,0.2036,41.22
Lajpat Nagar,0,0.32,0.45,0.68,3615.77,0.1567,34,0.1708,0.2573,44.44
Saket,1,0.25,0.35,0.65,10046.32,0.6331,51,0.0416,0.3482,49.89
Shahdara,0,0.4,0.65,0.72,3812.46,0.1713,89,0.0831,0.3303,48.82
Mayur Vihar,1,0.35,0.55,0.7,11558.2,0.7451,19,0.0769,0.4119,53.72
Saket,0,0.25,0.35,0.65,3317.92,0.1347,61,0.1272,0.2195,42.17
Mayur Vihar,1,0.35,0.55,0.7,8483.53,0.5173,80,0.2036,0.3362,49.17
Noida Sector 18,1,0.3,0.45,0.7,1784.96,0.0211,66,0.034,0.1292,36.75
Dwarka,0,0.38,0.6,0.7,3486.82,0.1472,15,0.1957,0.3155,47.93
Karol Bagh,1,0.33,0.42,0.72,3077.72,0.1169,53,0.1374,0.1427,37.56
Janakpuri,0,0.3,0.4,0.68,8680.66,0.5319,20,0.0813,0.4096,53.58
Lajpat Nagar,1,0.32,0.45,0.68,4414.39,0.2159,97,0.1934,0.2161,41.97
Vasant Kunj,1,0.22,0.3,0.65,1500.0,0.0,37,0.0932,0.1038,35.23
Karol Bagh,1,0.33,0.42,0.72,2090.03,0.0437,44,0.139,0.1689,39.13
Connaught Place,1,0.28,0.3,0.7,2425.2,0.0685,90,0.1057,0.1102,35.61
Karol Bagh,0,0.33,0.42,0.72,6419.05,0.3644,45,0.1708,0.3926,52.55
Vasant Kunj,0,0.22,0.3,0.65,6017.96,0.3347,21,0.1161,0.3109,47.65
Mayur Vihar,0,0.35,0.55,0.7,3462.69,0.1454,93,0.3372,0.2891,46.35
Dwarka,1,0.38,0.6,0.7,3058.7,0.1155,68,0.066,0.177,39.62
Noida Sector 18,1,0.3,0.45,0.7,5757.13,0.3153,63,0.2149,0.2477,43.86
Shahdara,1,0.4,0.65,0.72,2287.55,0.0583,8,0.1797,0.2109,41.65
Noida Sector 18,0,0.3,0.45,0.7,5058.55,0.2636,47,0.2277,0.3176,48.06
Noida Sector 18,0,0.3,0.45,0.7,4847.7,0.248,48,0.2825,0.3111,47.67
Noida Sector 18,1,0.3,0.45,0.7,3507.66,0.1487,28,0.0584,0.1675,39.05
Shahdara,1,0.4,0.65,0.72,4909.07,0.2525,59,0.0524,0.2698,45.19
Gurugram Sector 29,0,0.28,0.5,0.68,4234.61,0.2026,26,0.113,0.2746,45.48
Shahdara,0,0.4,0.65,0.72,5160.09,0.2711,49,0.0936,0.3537,50.22
Connaught Place,0,0.28,0.3,0.7,2065.13,0.0419,84,0.1873,0.1738,39.43
Connaught Place,0,0.28,0.3,0.7,5471.19,0.2942,77,0.0662,0.2768,45.61
Vasant Kunj,1,0.22,0.3,0.65,6723.07,0.3869,30,0.1141,0.2325,42.95
Karol Bagh,0,0.33,0.42,0.72,4724.3,0.2388,22,0.2149,0.2755,45.53
Noida Sector 18,0,0.3,0.45,0.7,5434.96,0.2915,1,0.0,0.2958,46.75
Rohini,0,0.35,0.5,0.72,3808.69,0.171,36,0.0282,0.2333,43.0
Mayur Vihar,0,0.35,0.55,0.7,6283.4,0.3543,3,0.0,0.3744,51.46
Lajpat Nagar,1,0.32,0.45,0.68,4157.31,0.1968,14,0.19,0.2022,41.13
Saket,0,0.25,0.35,0.65,2266.58,0.0568,102,0.0277,0.1583,38.5
Dwarka,0,0.38,0.6,0.7,6063.9,0.3381,89,0.263,0.3956,52.74
Connaught Place,0,0.28,0.3,0.7,1777.44,0.0206,59,0.0129,0.1315,36.89
Mayur Vihar,1,0.35,0.55,0.7,4634.99,0.2322,81,0.08,0.2161,41.97
Shahdara,1,0.4,0.65,0.72,3320.56,0.1349,51,0.1379,0.2244,42.46
Dwarka,0,0.38,0.6,0.7,3216.14,0.1271,63,0.1376,0.3161,47.97
Shahdara,1,0.4,0.65,0.72,4385.22,0.2137,96,0.6294,0.3011,47.07
Connaught Place,0,0.28,0.3,0.7,2822.44,0.098,9,0.1681,0.2274,42.64
Janakpuri,0,0.3,0.4,0.68,5198.38,0.274,37,0.2358,0.2886,46.32
Shahdara,0,0.4,0.65,0.72,4139.78,0.1955,13,0.094,0.3168,48.01
Saket,1,0.25,0.35,0.65,2955.29,0.1078,83,0.3127,0.1622,38.73
Mayur Vihar,1,0.35,0.55,0.7,7856.45,0.4708,86,0.0711,0.344,49.64
Rohini,0,0.35,0.5,0.72,4457.71,0.2191,76,0.6466,0.3735,51.41
Lajpat Nagar,0,0.32,0.45,0.68,5515.96,0.2975,64,0.1981,0.3308,48.85
Shahdara,0,0.4,0.65,0.72,8170.57,0.4941,50,0.1735,0.4321,54.93
Karol Bagh,0,0.33,0.42,0.72,8103.81,0.4892,3,0.0,0.3864,52.18
Saket,0,0.25,0.35,0.65,5377.04,0.2872,81,0.0246,0.2937,46.62
Connaught Place,0,0.28,0.3,0.7,3458.78,0.1451,93,0.2044,0.2226,42.35
Vasant Kunj,1,0.22,0.3,0.65,1968.74,0.0347,101,0.2814,0.1236,36.42
Janakpuri,0,0.3,0.4,0.68,4461.97,0.2194,36,0.2055,0.2965,46.79
Rohini,1,0.35,0.5,0.72,6955.53,0.4041,21,0.2622,0.3239,48.44
Noida Sector 18,0,0.3,0.45,0.7,4803.78,0.2447,69,0.2827,0.2976,46.85
Dwarka,0,0.38,0.6,0.7,1500.0,0.0,2,0.0,0.2128,41.77
Vasant Kunj,0,0.22,0.3,0.65,6216.93,0.3494,7,0.21,0.3494,49.97
Dwarka,1,0.38,0.6,0.7,6410.87,0.3638,86,0.3458,0.3345,49.07
Shahdara,0,0.4,0.65,0.72,3461.26,0.1453,100,0.0538,0.2809,45.85
Shahdara,0,0.4,0.65,0.72,6595.75,0.3775,42,0.5707,0.4652,56.91
Rohini,1,0.35,0.5,0.72,5508.14,0.2969,53,0.182,0.272,45.32
Janakpuri,1,0.3,0.4,0.68,2856.2,0.1005,57,0.0298,0.1557,38.34
Lajpat Nagar,1,0.32,0.45,0.68,7598.08,0.4517,15,0.41,0.3205,48.23
Noida Sector 18,0,0.3,0.45,0.7,2135.08,0.047,24,0.0266,0.1541,38.24
Mayur Vihar,0,0.35,0.55,0.7,3910.33,0.1785,32,0.1097,0.2704,45.23
Vasant Kunj,1,0.22,0.3,0.65,3720.07,0.1644,88,0.0772,0.1482,37.89
Dwarka,1,0.38,0.6,0.7,2663.19,0.0862,46,0.1997,0.1791,39.75
Dwarka,1,0.38,0.6,0.7,4683.95,0.2358,76,0.0669,0.2459,43.75
Shahdara,0,0.4,0.65,0.72,7747.96,0.4628,21,0.2741,0.4896,58.38
Gurugram Sector 29,0,0.28,0.5,0.68,7509.1,0.4451,100,0.3854,0.4177,54.06
Vasant Kunj,1,0.22,0.3,0.65,5778.11,0.3169,92,0.1396,0.1874,40.24
Connaught Place,1,0.28,0.3,0.7,1723.37,0.0165,50,0.1778,0.1198,36.19
Rohini,0,0.35,0.5,0.72,2063.22,0.0417,24,0.1682,0.2242,42.45
Dwarka,1,0.38,0.6,0.7,4372.48,0.2128,102,0.0328,0.2361,43.17
Dwarka,0,0.38,0.6,0.7,3955.58,0.1819,85,0.1046,0.288,46.28
Janakpuri,0,0.3,0.4,0.68,3136.81,0.1212,54,0.0752,0.198,40.88
Karol Bagh,0,0.33,0.42,0.72,10432.3,0.6617,28,0.2012,0.5337,61.02
Connaught Place,1,0.28,0.3,0.7,4242.59,0.2032,65,0.093,0.1904,40.43
Mayur Vihar,0,0.35,0.55,0.7,5277.49,0.2798,39,0.1709,0.3309,48.85
Noida Sector 18,0,0.3,0.45,0.7,6594.21,0.3773,71,0.403,0.3615,50.69
Noida Sector 18,1,0.3,0.45,0.7,4135.98,0.1953,87,0.267,0.2185,42.11
Gurugram Sector 29,0,0.28,0.5,0.68,14698.95,0.9777,51,0.1012,0.646,67.76
Lajpat Nagar,1,0.32,0.45,0.68,2514.46,0.0751,6,0.0227,0.1597,38.58
Gurugram Sector 29,0,0.28,0.5,0.68,2971.92,0.109,59,0.267,0.2494,43.96
Rohini,0,0.35,0.5,0.72,2511.38,0.0749,90,0.3849,0.2985,46.91
Shahdara,1,0.4,0.65,0.72,8789.64,0.54,24,0.0827,0.3677,51.06
Gurugram Sector 29,1,0.28,0.5,0.68,6009.18,0.334,100,0.0474,0.2826,45.95
Noida Sector 18,0,0.3,0.45,0.7,3065.37,0.116,38,0.0939,0.2315,42.89
Dwarka,1,0.38,0.6,0.7,2612.5,0.0824,72,0.577,0.2149,41.9
Saket,1,0.25,0.35,0.65,8042.1,0.4846,74,0.5102,0.3054,47.32
Janakpuri,1,0.3,0.4,0.68,4821.52,0.246,19,0.2608,0.2142,41.85
Connaught Place,1,0.28,0.3,0.7,8145.4,0.4923,5,0.3464,0.319,48.14
Gurugram Sector 29,0,0.28,0.5,0.68,3904.66,0.1781,99,0.3605,0.2927,46.56
Lajpat Nagar,0,0.32,0.45,0.68,5196.64,0.2738,73,0.0855,0.2742,45.45
Janakpuri,0,0.3,0.4,0.68,4675.6,0.2352,66,0.472,0.3392,49.35
Noida Sector 18,0,0.3,0.45,0.7,2945.24,0.1071,32,0.1749,0.2631,44.78
Connaught Place,1,0.28,0.3,0.7,3744.07,0.1662,12,0.1176,0.1454,37.73
Vasant Kunj,0,0.22,0.3,0.65,2225.75,0.0538,29,0.1355,0.1822,39.93
Saket,0,0.25,0.35,0.65,5151.55,0.2705,57,0.1682,0.3207,48.24
Connaught Place,0,0.28,0.3,0.7,5887.72,0.325,73,0.4654,0.3091,47.55
Noida Sector 18,0,0.3,0.45,0.7,6601.69,0.3779,34,0.2132,0.3634,50.81
Shahdara,0,0.4,0.65,0.72,5615.42,0.3048,23,0.0565,0.3546,50.27
Noida Sector 18,1,0.3,0.45,0.7,3774.02,0.1684,26,0.0825,0.2058,41.35
Mayur Vihar,0,0.35,0.55,0.7,8742.8,0.5365,101,0.266,0.4741,57.44
Janakpuri,0,0.3,0.4,0.68,6286.47,0.3546,66,0.2806,0.3502,50.01
Mayur Vihar,0,0.35,0.55,0.7,8056.81,0.4857,104,0.4364,0.4824,57.94
Saket,1,0.25,0.35,0.65,8313.56,0.5047,1,0.0,0.3139,47.83
Shahdara,0,0.4,0.65,0.72,3778.95,0.1688,48,0.0404,0.3007,47.04
Lajpat Nagar,0,0.32,0.45,0.68,4885.07,0.2507,48,0.3259,0.3141,47.84
Noida Sector 18,0,0.3,0.45,0.7,5927.05,0.3279,42,0.3803,0.3588,50.53
Dwarka,0,0.38,0.6,0.7,2265.22,0.0567,41,0.0767,0.2502,44.01
Gurugram Sector 29,1,0.28,0.5,0.68,2290.47,0.0586,9,0.4709,0.1611,38.66
Mayur Vihar,1,0.35,0.55,0.7,2101.37,0.0445,4,0.0,0.1571,38.42
Karol Bagh,1,0.33,0.42,0.72,3812.16,0.1713,81,0.1424,0.1846,40.08
Vasant Kunj,1,0.22,0.3,0.65,3406.16,0.1412,46,0.0009,0.1261,36.57
Lajpat Nagar,0,0.32,0.45,0.68,1962.87,0.0343,17,0.1291,0.1567,38.4
Lajpat Nagar,0,0.32,0.45,0.68,4335.88,0.2101,37,0.3654,0.2968,46.81
Vasant Kunj,0,0.22,0.3,0.65,3836.02,0.173,98,0.1016,0.2398,43.39
Saket,0,0.25,0.35,0.65,7267.15,0.4272,49,0.254,0.3343,49.06
Connaught Place,0,0.28,0.3,0.7,11009.23,0.7044,104,0.189,0.518,60.08
Dwarka,0,0.38,0.6,0.7,5055.47,0.2634,17,0.1241,0.3321,48.93
Karol Bagh,0,0.33,0.42,0.72,2840.36,0.0993,13,0.1187,0.2052,41.31
Saket,0,0.25,0.35,0.65,5560.05,0.3007,59,0.1706,0.3093,47.56
Connaught Place,1,0.28,0.3,0.7,4042.63,0.1883,72,0.1195,0.2013,41.08
Gurugram Sector 29,1,0.28,0.5,0.68,3568.63,0.1532,103,0.0033,0.2039,41.24
Rohini,1,0.35,0.5,0.72,2615.47,0.0826,49,0.1965,0.1857,40.14
Saket,0,0.25,0.35,0.65,3190.36,0.1252,21,0.015,0.1977,40.86
Connaught Place,0,0.28,0.3,0.7,3681.61,0.1616,57,0.1589,0.2405,43.43
Noida Sector 18,1,0.3,0.45,0.7,6015.22,0.3345,32,0.1044,0.2923,46.54
Janakpuri,1,0.3,0.4,0.68,5195.32,0.2737,19,0.0207,0.2153,41.92
Karol Bagh,0,0.33,0.42,0.72,10024.51,0.6314,10,0.0802,0.5114,59.69
Saket,0,0.25,0.35,0.65,5637.35,0.3065,76,0.2112,0.2975,46.85
Rohini,0,0.35,0.5,0.72,4974.83,0.2574,67,0.1308,0.3062,47.37
Lajpat Nagar,1,0.32,0.45,0.68,3452.61,0.1446,18,0.4601,0.2394,43.36
Rohini,1,0.35,0.5,0.72,2395.31,0.0663,59,0.2111,0.1765,39.59
Janakpuri,0,0.3,0.4,0.68,3026.17,0.113,93,0.1341,0.2284,42.71
Lajpat Nagar,0,0.32,0.45,0.68,2835.8,0.0989,86,0.1477,0.2407,43.44
Saket,0,0.25,0.35,0.65,1500.0,0.0,48,0.0911,0.1263,36.58
Karol Bagh,0,0.33,0.42,0.72,2430.09,0.0689,6,0.1565,0.2063,41.38
Mayur Vihar,1,0.35,0.55,0.7,8965.19,0.553,67,0.11,0.3466,49.8
Noida Sector 18,0,0.3,0.45,0.7,4838.21,0.2473,54,0.1967,0.3125,47.75
Karol Bagh,0,0.33,0.42,0.72,3333.37,0.1358,96,0.3689,0.2771,45.63
Mayur Vihar,0,0.35,0.55,0.7,4911.03,0.2527,58,0.2784,0.3297,48.78
Noida Sector 18,1,0.3,0.45,0.7,1515.19,0.0011,77,0.2459,0.1712,39.27
Karol Bagh,0,0.33,0.42,0.72,4633.41,0.2321,55,0.005,0.281,45.86
Lajpat Nagar,0,0.32,0.45,0.68,7621.63,0.4535,57,0.2213,0.4164,53.98
Mayur Vihar,1,0.35,0.55,0.7,3787.43,0.1694,34,0.0914,0.2312,42.87
Dwarka,1,0.38,0.6,0.7,1659.06,0.0118,42,0.0297,0.1443,37.66
Gurugram Sector 29,1,0.28,0.5,0.68,3271.58,0.1312,31,0.2753,0.1858,40.15
Karol Bagh,1,0.33,0.42,0.72,7628.38,0.454,49,0.1986,0.3132,47.79
Janakpuri,0,0.3,0.4,0.68,4579.36,0.2281,99,0.0754,0.2461,43.76
Lajpat Nagar,1,0.32,0.45,0.68,1979.99,0.0356,36,0.0815,0.14,37.4
Saket,1,0.25,0.35,0.65,13145.23,0.8626,49,0.1448,0.4664,56.98
Saket,0,0.25,0.35,0.65,2149.73,0.0481,99,0.0026,0.1959,40.75
Vasant Kunj,1,0.22,0.3,0.65,3563.64,0.1529,16,0.1541,0.1735,39.41
Vasant Kunj,0,0.22,0.3,0.65,2395.4,0.0663,27,0.3222,0.2105,41.63
Shahdara,0,0.4,0.65,0.72,2397.06,0.0664,52,0.0737,0.264,44.84
Vasant Kunj,0,0.22,0.3,0.65,3209.67,0.1266,43,0.2528,0.2015,41.09
Janakpuri,0,0.3,0.4,0.68,5530.73,0.2986,36,0.4677,0.3829,51.98
Saket,1,0.25,0.35,0.65,7671.49,0.4571,81,0.1718,0.2713,45.28
Karol Bagh,0,0.33,0.42,0.72,3317.33,0.1346,52,0.3715,0.2888,46.33
Gurugram Sector 29,0,0.28,0.5,0.68,2428.26,0.0688,38,0.1572,0.2049,41.29
Shahdara,0,0.4,0.65,0.72,5111.87,0.2675,50,0.0528,0.3436,49.61
Janakpuri,0,0.3,0.4,0.68,5187.37,0.2731,93,0.0827,0.3096,47.58
Gurugram Sector 29,0,0.28,0.5,0.68,4537.76,0.225,103,0.1067,0.3289,48.73
Mayur Vihar,0,0.35,0.55,0.7,4618.71,0.231,26,0.205,0.3521,50.12
Janakpuri,1,0.3,0.4,0.68,3803.65,0.1706,5,0.149,0.1957,40.74
Connaught Place,1,0.28,0.3,0.7,4226.27,0.2019,4,0.0,0.1787,39.72
Lajpat Nagar,0,0.32,0.45,0.68,3674.51,0.1611,47,0.3185,0.2935,46.61
Lajpat Nagar,1,0.32,0.45,0.68,6871.39,0.3979,66,0.1618,0.3059,47.36
Janakpuri,1,0.3,0.4,0.68,12261.63,0.7972,6,0.1565,0.3998,52.99
Noida Sector 18,1,0.3,0.45,0.7,4402.05,0.215,53,0.0472,0.2041,41.25
Mayur Vihar,0,0.35,0.55,0.7,4010.67,0.186,42,0.4639,0.3058,47.35
Rohini,0,0.35,0.5,0.72,4573.03,0.2276,98,0.0537,0.2958,46.75
Mayur Vihar,1,0.35,0.55,0.7,2895.86,0.1034,63,0.4089,0.1912,40.47
Noida Sector 18,0,0.3,0.45,0.7,5898.71,0.3258,45,0.1674,0.306,47.36
Connaught Place,0,0.28,0.3,0.7,5017.0,0.2605,62,0.0489,0.2448,43.69
Saket,1,0.25,0.35,0.65,3260.92,0.1304,15,0.2398,0.1598,38.59
Dwarka,0,0.38,0.6,0.7,6317.21,0.3568,50,0.0724,0.3984,52.9
Karol Bagh,1,0.33,0.42,0.72,4062.26,0.1898,35,0.3639,0.21,41.6
Vasant Kunj,0,0.22,0.3,0.65,2477.42,0.0724,19,0.022,0.1426,37.56
Mayur Vihar,1,0.35,0.55,0.7,4797.27,0.2442,41,0.3192,0.2621,44.73
Shahdara,0,0.4,0.65,0.72,4530.09,0.2245,67,0.2419,0.3557,50.34
Janakpuri,0,0.3,0.4,0.68,6504.24,0.3707,61,0.0526,0.3786,51.72
Dwarka,1,0.38,0.6,0.7,6098.35,0.3406,101,0.0137,0.2935,46.61
Mayur Vihar,0,0.35,0.55,0.7,3810.01,0.1711,29,0.1303,0.2656,44.93
Lajpat Nagar,1,0.32,0.45,0.68,3177.84,0.1243,73,0.1472,0.1717,39.3
Dwarka,1,0.38,0.6,0.7,4027.38,0.1872,58,0.2848,0.2535,44.21
Lajpat Nagar,0,0.32,0.45,0.68,4825.43,0.2463,91,0.028,0.2737,45.42
Janakpuri,0,0.3,0.4,0.68,5124.96,0.2685,95,0.0108,0.2829,45.97
Dwarka,1,0.38,0.6,0.7,4678.37,0.2354,74,0.6191,0.2598,44.59
Rohini,1,0.35,0.5,0.72,3845.35,0.1737,45,0.2799,0.2023,41.14
Saket,1,0.25,0.35,0.65,6623.69,0.3795,56,0.4415,0.2956,46.73
Karol Bagh,0,0.33,0.42,0.72,2872.24,0.1016,68,0.29,0.2482,43.89
Shahdara,1,0.4,0.65,0.72,13900.8,0.9186,84,0.054,0.4992,58.95
Mayur Vihar,0,0.35,0.55,0.7,5893.09,0.3254,24,0.2307,0.3635,50.81
Karol Bagh,1,0.33,0.42,0.72,2289.89,0.0585,91,0.413,0.2024,41.14
Karol Bagh,0,0.33,0.42,0.72,4414.34,0.2159,84,0.441,0.3039,47.23
Saket,0,0.25,0.35,0.65,5921.48,0.3275,10,0.0361,0.3118,47.71
Karol Bagh,1,0.33,0.42,0.72,3378.93,0.1392,29,0.2193,0.2055,41.33
Karol Bagh,1,0.33,0.42,0.72,1905.36,0.03,25,0.1084,0.1648,38.89
Vasant Kunj,0,0.22,0.3,0.65,2393.39,0.0662,61,0.0094,0.1385,37.31
Saket,1,0.25,0.35,0.65,5276.65,0.2798,22,0.2454,0.2036,41.21
Rohini,0,0.35,0.5,0.72,1673.53,0.0129,32,0.0899,0.1743,39.46
Noida Sector 18,0,0.3,0.45,0.7,1949.5,0.0333,20,0.5638,0.2501,44.01
Vasant Kunj,0,0.22,0.3,0.65,5262.79,0.2787,8,0.1595,0.3167,48.0
Karol Bagh,0,0.33,0.42,0.72,3600.13,0.1556,48,0.2756,0.2857,46.14
Shahdara,0,0.4,0.65,0.72,2841.56,0.0994,34,0.2347,0.2735,45.41
Lajpat Nagar,0,0.32,0.45,0.68,3142.06,0.1216,53,0.0362,0.2537,44.22
Janakpuri,0,0.3,0.4,0.68,1928.68,0.0318,23,0.2245,0.1829,39.98
Gurugram Sector 29,1,0.28,0.5,0.68,5126.75,0.2686,30,0.4142,0.2431,43.59
Shahdara,1,0.4,0.65,0.72,2688.47,0.088,93,0.2885,0.2098,41.59
Saket,1,0.25,0.35,0.65,3078.27,0.1169,84,0.0475,0.1399,37.4
Saket,0,0.25,0.35,0.65,4785.72,0.2434,28,0.3301,0.2757,45.54
Connaught Place,1,0.28,0.3,0.7,3539.31,0.1511,17,0.2591,0.1964,40.78
Dwarka,0,0.38,0.6,0.7,2828.99,0.0984,102,0.1646,0.2564,44.38
Gurugram Sector 29,1,0.28,0.5,0.68,1500.0,0.0,71,0.1007,0.1075,35.45
Rohini,0,0.35,0.5,0.72,4835.37,0.2471,52,0.3277,0.349,49.94
Vasant Kunj,0,0.22,0.3,0.65,4185.98,0.199,73,0.071,0.209,41.54
Connaught Place,0,0.28,0.3,0.7,3106.67,0.119,23,0.4692,0.224,42.44
Noida Sector 18,1,0.3,0.45,0.7,2395.39,0.0663,45,0.2869,0.1788,39.73
Janakpuri,1,0.3,0.4,0.68,4049.63,0.1889,41,0.0193,0.1769,39.61
Mayur Vihar,1,0.35,0.55,0.7,5116.55,0.2679,75,0.2285,0.2514,44.09
Karol Bagh,1,0.33,0.42,0.72,4225.44,0.2019,20,0.2102,0.2159,41.95
